company_1,company_2,similarity,distance
Harvey,Hugging Face,0.29851958,0.7014804
OpenAI,SiPearl,0.2983426,0.7016574
Synthesia,Palantir,0.29818103,0.70181894
Perplexity AI,Prophesee,0.29811907,0.70188093
Celonis,Cognism,0.29808944,0.70191056
AMD,Nabla,0.29805493,0.70194507
1X Technologies,Palantir,0.2978807,0.7021193
Berkshire Hathaway,Tessl,0.29787415,0.70212585
Sidetrade,RobCo GmbH,0.29772955,0.70227045
Apollo,Prophesee,0.2975683,0.7024317
AMD,Xelix,0.29751864,0.7024814
Scale AI,Parloa,0.2974885,0.7025115
MiniMax,Cognism,0.297388,0.70261204
YouTube,Lightspeed,0.29697907,0.70302093
Adobe,Cognism,0.29685834,0.7031417
Acronis,PlanRadar,0.2968547,0.70314527
AMI - Advanced Machine Intelligence,DeepL,0.2966542,0.7033458
Berkshire Hathaway,SiPearl,0.29656228,0.7034377
Waymo,PolyAI,0.29654557,0.70345443
Sidetrade,ARM Holdings,0.2965076,0.7034924
Anthropic,Qualified,0.29645988,0.7035401
Waymo,Acronis,0.2964358,0.70356417
Waymo,Cohere,0.29622048,0.7037795
Wayve,Harvey,0.29578447,0.7042155
AMD,Tessl,0.29569435,0.70430565
AMD,SiPearl,0.29567185,0.7043282
Procore,Appen,0.29554784,0.70445216
Harvey,ManoMano,0.29549432,0.7045057
ContentSquare,Hugging Face,0.29547837,0.70452166
Einride,Owkin,0.29536012,0.7046399
World Labs,DentalMonitoring,0.29524806,0.70475197
Waymo,ContentSquare,0.2952462,0.70475376
Wayve,Apollo,0.29523063,0.7047694
UiPath,Multiverse Computing,0.2948839,0.7051161
1X Technologies,Einride,0.29478317,0.7052168
DeepL,Appen,0.294595,0.705405
Synthesia,Cognism,0.29449084,0.7055092
DeepL,H Company,0.29431057,0.70568943
Shift Technology,Black Forest Labs,0.29422516,0.70577484
OpenAI,Tessl,0.29420182,0.70579815
World Labs,BenevolentAI,0.2941164,0.7058836
AMD,Apollo,0.2939556,0.70604444
Cerebras,Procore,0.2938952,0.70610476
Wayve,Clay,0.2933322,0.7066678
Databricks,UiPath,0.29315647,0.7068435
Cohere,Applied Intuition,0.29310754,0.7068925
ByteDance,Mistral AI,0.29308844,0.70691156
Aleph Alpha,Sakana AI,0.29300177,0.7069982
Cerebras,Harvey,0.2929098,0.7070902
Palantir,Ant Group,0.29274517,0.7072548
ContentSquare,BenevolentAI,0.29273412,0.70726585
ByteDance,Appen,0.29265168,0.70734835
Exotec,Adobe,0.29263455,0.70736545
Celonis,PlanRadar,0.2923535,0.7076465
Synthesia,Oracle,0.29222962,0.70777035
Harvey,Perplexity,0.29220903,0.707791
AMD,Lightspeed,0.2921956,0.70780444
Wayve,Indium,0.29179826,0.70820177
2CRSI,Sakana AI,0.291685,0.708315
2CRSI,Lightspeed,0.29139164,0.7086084
Owkin,Tessl,0.29131886,0.7086811
MiniMax,Harvey,0.29116675,0.7088332
Waymo,Nscale,0.2910172,0.7089828
Acronis,Sakana AI,0.29095957,0.7090404
5C,Prophesee,0.2909495,0.70905054
Synthesia,Ant Group,0.29086053,0.70913947
Groq,Nabla,0.29075417,0.7092458
Multiverse Computing,ARM Holdings,0.29055488,0.7094451
Cerebras,Aleph Alpha,0.290481,0.709519
Physical Intelligence,Aleph Alpha,0.29034117,0.70965886
Shift Technology,Tessl,0.29030582,0.70969415
Perplexity AI,Exotec,0.28995413,0.7100459
Perplexity,Adobe,0.28992823,0.7100718
Sidetrade,Procore,0.28984472,0.71015525
Applied Intuition,PhotoRoom,0.28975734,0.7102426
Alibaba,Comand AI,0.28969014,0.71030986
Mistral AI,Einride,0.28966588,0.7103341
ARM Holdings,Cognism,0.28950804,0.71049196
Owkin,Indium,0.28949898,0.710501
5C,Exotec,0.28948867,0.7105113
Groq,SiPearl,0.2894013,0.7105987
BenevolentAI,BuildOps,0.28930694,0.71069306
DeepL,Black Forest AI GmbH,0.28927797,0.710722
UiPath,Cambricon Technologies,0.28924125,0.71075875
Multiverse Computing,5C,0.2892097,0.7107903
PhotoRoom,Procore,0.28914782,0.71085215
Databricks,RobCo GmbH,0.28914353,0.71085644
Acronis,Shift Technology,0.28904113,0.71095884
Parloa,Palantir,0.28897244,0.71102756
Einride,RobCo GmbH,0.2888393,0.71116066
Black Forest Labs,Indium,0.28871804,0.71128196
Owkin,Nabla,0.28866687,0.71133316
Mistral AI,Cambricon Technologies,0.28855237,0.7114476
MiniMax,BuildOps,0.288523,0.71147704
Y combinator,Ant Group,0.28837413,0.7116259
Apollo,Ant Group,0.2883011,0.7116989
Cerebras,Perplexity AI,0.28829497,0.711705
H Company,Tessl,0.28827772,0.71172225
Shift Technology,Prophesee,0.28821102,0.711789
Einride,Appen,0.28820583,0.71179414
Einride,Y combinator,0.28819522,0.71180475
ContentSquare,PlanRadar,0.28815088,0.7118491
Sakana AI,Adobe,0.28813472,0.7118653
BenevolentAI,Ant Group,0.28813422,0.7118658
Alibaba,BuildOps,0.2880304,0.7119696
Black Forest Labs,BuildOps,0.28788486,0.71211517
AMI - Advanced Machine Intelligence,Acronis,0.28788465,0.71211535
Owkin,SiPearl,0.287859,0.71214104
Aqemia,SiPearl,0.2878495,0.7121505
Mistral AI,Clay,0.28784257,0.7121574
Cohere,Parloa,0.28766087,0.71233916
Applied Intuition,BuildOps,0.28761545,0.7123846
World Labs,Oracle,0.28733146,0.71266854
PolyAI,Aleph Alpha,0.2873236,0.7126764
Adobe,Apollo,0.2871715,0.7128285
Exotec,Cambricon Technologies,0.28717124,0.71282876
Cohere,Oracle,0.28704888,0.7129511
Shift Technology,Nabla,0.28668576,0.71331424
Scale AI,Multiverse Computing,0.28666645,0.71333355
Shift Technology,SiPearl,0.28653073,0.71346927
OpenAI,Xelix,0.28617966,0.71382034
Celonis,Clay,0.28613725,0.7138628
Perplexity,Parloa,0.28597456,0.71402544
Databricks,Perplexity,0.2859327,0.71406734
UiPath,PhotoRoom,0.28592145,0.71407855
AMI - Advanced Machine Intelligence,Procore,0.28576884,0.71423113
Owkin,Cambricon Technologies,0.28573552,0.7142645
Groq,Xelix,0.28565916,0.7143408
ContentSquare,PolyAI,0.28556323,0.71443677
ContentSquare,Applied Intuition,0.28553277,0.7144672
Scale AI,Acronis,0.28537485,0.7146251
AMD,RobCo GmbH,0.28536108,0.71463895
ARM Holdings,Adobe,0.2853412,0.7146588
2CRSI,Oracle,0.2853222,0.7146778
1X Technologies,Sidetrade,0.28522158,0.7147784
DentalMonitoring,Comand AI,0.28516996,0.71483004
Lightspeed,DentalMonitoring,0.2848175,0.71518254
Y combinator,BuildOps,0.28471786,0.71528214
OpenAI,Waymo,0.28464255,0.7153574
5C,Qualcomm,0.28442177,0.7155782
Y combinator,PhotoRoom,0.28434893,0.71565104
Cohere,RobCo GmbH,0.28416383,0.71583617
Hailo Technologies,PlanRadar,0.28408912,0.7159109
Anthropic,ContentSquare,0.28407907,0.7159209
Berkshire Hathaway,ARM Holdings,0.28372514,0.71627486
OpenAI,Procore,0.28350326,0.7164967
Clay,DentalMonitoring,0.28346646,0.71653354
Berkshire Hathaway,Mistral AI,0.28345397,0.71654606
ByteDance,YouTube,0.283438,0.71656203
MiniMax,Clay,0.28331706,0.7166829
PhotoRoom,Aqemia,0.28330672,0.7166933
Harvey,Perplexity AI,0.28330368,0.7166963
Wayve,Acronis,0.28316474,0.71683526
1X Technologies,Oracle,0.28310925,0.71689075
BenevolentAI,Shift Technology,0.28307682,0.7169232
Cohere,Einride,0.282997,0.717003
Databricks,ManoMano,0.28295234,0.7170477
Perplexity AI,H Company,0.28294727,0.7170527
Cerebras,Shift Technology,0.2826512,0.7173488
ContentSquare,Gousto,0.2826413,0.7173587
Physical Intelligence,Adobe,0.28257653,0.71742344
Shift Technology,Owkin,0.28257045,0.7174295
Owkin,Ant Group,0.2825553,0.71744466
OpenAI,Nabla,0.28241554,0.7175845
Celonis,Harvey,0.28215384,0.71784616
Cohere,Cambricon Technologies,0.28212473,0.71787524
AMI - Advanced Machine Intelligence,Perplexity AI,0.28209063,0.71790934
OpenAI,Einride,0.28176945,0.71823055
Celonis,World Labs,0.28166425,0.71833575
ARM Holdings,Qualcomm,0.28157407,0.7184259
ByteDance,Scale AI,0.28131482,0.71868515
Wayve,BuildOps,0.2811535,0.7188465
Aqemia,Tessl,0.28113928,0.71886075
Perplexity AI,SiPearl,0.2811231,0.7188769
Parloa,Hugging Face,0.28111923,0.7188808
H Company,SiPearl,0.2810689,0.7189311
PolyAI,Black Forest Labs,0.28105134,0.71894866
Owkin,Adobe,0.28101492,0.7189851
Parloa,Procore,0.28092456,0.71907544
RobCo GmbH,Adobe,0.28072762,0.7192724
Parloa,Sidetrade,0.28061217,0.7193878
Perplexity AI,Tessl,0.28053147,0.71946853
Anthropic,Indium,0.28047684,0.7195232
Indium,PlanRadar,0.2804473,0.7195527
DeepL,Indium,0.2803205,0.7196795
01.AI,BuildOps,0.28019077,0.71980923
1X Technologies,Cognism,0.28018445,0.71981555
01.AI,Adobe,0.28008795,0.71991205
World Labs,2CRSI,0.2799285,0.7200715
Nscale,Qualcomm,0.27975717,0.72024286
Mistral AI,Sidetrade,0.27966502,0.720335
Celonis,Indium,0.27943105,0.72056895
Waymo,BenevolentAI,0.27922404,0.72077596
Scale AI,ContentSquare,0.27894965,0.7210504
Groq,PlanRadar,0.27883387,0.72116613
Cohere,PlanRadar,0.2787744,0.7212256
Owkin,Xelix,0.278698,0.72130203
AMD,PhotoRoom,0.27832446,0.7216755
Sidetrade,DeepL,0.27830687,0.72169316
Parloa,01.AI,0.27830288,0.7216971
Acronis,ARM Holdings,0.27829435,0.7217057
Nscale,Perplexity,0.27827865,0.72172135
Indium,Black Forest AI GmbH,0.27793336,0.72206664
5C,Indium,0.27789122,0.7221088
ByteDance,Alibaba,0.27780005,0.7221999
Cerebras,Einride,0.2776709,0.72232914
Waymo,MiniMax,0.27758422,0.7224158
Databricks,BenevolentAI,0.27748945,0.7225106
PolyAI,Black Forest AI GmbH,0.27741814,0.72258186
Applied Intuition,PlanRadar,0.27730513,0.7226949
Aqemia,Xelix,0.27721217,0.72278786
Cohere,AMD,0.27718008,0.7228199
Perplexity AI,Nabla,0.27716997,0.72283006
Cerebras,Qualcomm,0.27712515,0.7228749
Wayve,Nabla,0.27675477,0.72324526
Physical Intelligence,ContentSquare,0.27670828,0.72329175
Acronis,PhotoRoom,0.27667367,0.7233263
OpenAI,2CRSI,0.27662012,0.72337985
H Company,Xelix,0.2765151,0.7234849
Nscale,Procore,0.2764104,0.7235896
Exotec,Fal,0.27639374,0.7236062
2CRSI,RobCo GmbH,0.27612394,0.72387606
BenevolentAI,Exotec,0.27603054,0.72396946
Mistral AI,Adobe,0.27600524,0.72399473
Scale AI,DeepL,0.27596894,0.7240311
Y combinator,Comand AI,0.2759651,0.7240349
Wayve,Xelix,0.275843,0.724157
Black Forest Labs,Clay,0.27571517,0.7242848
H Company,Nabla,0.27564892,0.72435105
Sakana AI,BuildOps,0.27560908,0.7243909
Cohere,Exotec,0.27549264,0.72450733
Alibaba,Qualcomm,0.2753794,0.7246206
Aleph Alpha,Oracle,0.2753709,0.7246291
Aleph Alpha,ARM Holdings,0.2753195,0.72468054
Shift Technology,Xelix,0.27507916,0.72492087
Cambricon Technologies,Ant Group,0.27481157,0.72518843
Exotec,Owkin,0.2747845,0.7252155
Harvey,Hailo Technologies,0.2746126,0.7253874
MiniMax,Aqemia,0.2745345,0.72546554
Perplexity AI,Hailo Technologies,0.2744268,0.7255732
Y combinator,Cognism,0.27424502,0.725755
Hugging Face,Cambricon Technologies,0.27416688,0.7258331
Appen,Prophesee,0.27410355,0.7258965
Nscale,RobCo GmbH,0.27399272,0.7260073
Celonis,Adobe,0.27395085,0.7260492
Procore,Lightspeed,0.27385908,0.7261409
Wayve,Tessl,0.27384812,0.7261519
Lightspeed,Cambricon Technologies,0.27381244,0.7261876
Multiverse Computing,PhotoRoom,0.2738111,0.7261889
Parloa,Sakana AI,0.2737711,0.7262289
Alibaba,Oracle,0.27371514,0.72628486
ByteDance,Ant Group,0.27369073,0.7263093
Parloa,PlanRadar,0.27367744,0.72632253
Groq,Tessl,0.27351767,0.72648233
Wayve,ContentSquare,0.2734658,0.7265342
AMI - Advanced Machine Intelligence,PolyAI,0.27336323,0.72663677
OpenAI,ContentSquare,0.27302763,0.72697234
1X Technologies,Acronis,0.27302217,0.7269778
Shift Technology,DeepL,0.27295834,0.72704166
Nscale,Cambricon Technologies,0.27280378,0.7271962
Parloa,Black Forest AI GmbH,0.2727773,0.7272227
Applied Intuition,Aleph Alpha,0.27276793,0.7272321
Waymo,Perplexity AI,0.27274832,0.72725165
Hailo Technologies,Procore,0.27233508,0.72766495
Waymo,H Company,0.27181345,0.72818655
Cohere,Sidetrade,0.27165228,0.7283477
Berkshire Hathaway,Appen,0.2715194,0.7284806
Exotec,PlanRadar,0.27141744,0.72858256
Appen,Cognism,0.2713834,0.7286166
Alibaba,Cohere,0.27130064,0.7286993
Celonis,Perplexity,0.27111447,0.72888553
Wayve,SiPearl,0.27110398,0.728896
Nscale,DeepL,0.27108014,0.72891986
Perplexity AI,PhotoRoom,0.27093536,0.72906464
Waymo,Apollo,0.27077872,0.7292213
Berkshire Hathaway,Hailo Technologies,0.2707621,0.7292379
AMI - Advanced Machine Intelligence,Apollo,0.27076182,0.72923815
Aleph Alpha,Shift Technology,0.27075356,0.72924644
5C,Cambricon Technologies,0.27071702,0.729283
Harvey,ARM Holdings,0.27037063,0.7296294
Perplexity,Acronis,0.2703344,0.72966564
Parloa,Appen,0.2702763,0.7297237
Apollo,Aqemia,0.27013412,0.7298659
ByteDance,Gousto,0.27011338,0.72988665
Aqemia,Nabla,0.2700802,0.7299198
Fal,Ant Group,0.2700636,0.72993636
Anthropic,Parloa,0.26995492,0.7300451
ByteDance,5C,0.2699493,0.7300507
MiniMax,Einride,0.26994276,0.73005724
ContentSquare,World Labs,0.2698273,0.7301727
Black Forest AI GmbH,Qualified,0.26979372,0.73020625
Alibaba,Wayve,0.26974297,0.73025703
Parloa,Aleph Alpha,0.26966524,0.73033476
Synthesia,PlanRadar,0.26956162,0.73043835
Applied Intuition,Ant Group,0.2695353,0.7304647
Indium,ARM Holdings,0.2695219,0.7304781
MiniMax,Oracle,0.2687723,0.7312277
Aleph Alpha,Exotec,0.2687122,0.73128784
Applied Intuition,Adobe,0.2686284,0.73137164
Harvey,Sakana AI,0.26856512,0.7314349
Adobe,Comand AI,0.26850605,0.73149395
Cerebras,Nabla,0.26847643,0.7315236
Black Forest Labs,PlanRadar,0.26846066,0.73153937
Alibaba,Celonis,0.26829964,0.73170036
1X Technologies,Indium,0.2681525,0.7318475
World Labs,Parloa,0.26814276,0.73185724
Cohere,Y combinator,0.2680066,0.73199344
Y combinator,Hailo Technologies,0.2679881,0.7320119
PolyAI,ARM Holdings,0.2679026,0.7320974
Black Forest AI GmbH,Cambricon Technologies,0.26774612,0.7322539
Databricks,PolyAI,0.26752123,0.73247874
DeepL,Owkin,0.2674941,0.7325059
Waymo,01.AI,0.26746875,0.73253125
YouTube,ContentSquare,0.26745582,0.7325442
Hailo Technologies,Adobe,0.2674135,0.7325865
Waymo,Cerebras,0.2672178,0.73278224
MiniMax,Cambricon Technologies,0.26718456,0.73281544
Sidetrade,PhotoRoom,0.26716307,0.73283696
01.AI,Indium,0.26711175,0.7328882
ManoMano,Oracle,0.2670585,0.7329415
BenevolentAI,Tessl,0.26703236,0.7329676
Einride,Shift Technology,0.26703036,0.73296964
Aleph Alpha,Ant Group,0.26702383,0.7329762
Alibaba,AMI - Advanced Machine Intelligence,0.2666646,0.7333354
Einride,H Company,0.26666296,0.73333704
Comand AI,PlanRadar,0.26664323,0.7333568
Appen,PlanRadar,0.26663628,0.73336375
Waymo,Anthropic,0.26658025,0.7334198
Procore,Palantir,0.26653224,0.73346776
Perplexity AI,Xelix,0.2665136,0.7334864
Celonis,Apollo,0.26645896,0.733541
PolyAI,Nabla,0.26631966,0.73368037
01.AI,Cognism,0.266296,0.733704
Berkshire Hathaway,Oracle,0.2661104,0.7338896
ByteDance,Qualcomm,0.26607972,0.7339203
ByteDance,Y combinator,0.2660107,0.7339893
Perplexity,AMD,0.26594973,0.7340503
PhotoRoom,Palantir,0.26591244,0.7340876
Cohere,Qualified,0.26583353,0.7341665
RobCo GmbH,Qualified,0.26580024,0.73419976
Hugging Face,Qualified,0.26577738,0.73422265
5C,Einride,0.26543874,0.73456126
AMI - Advanced Machine Intelligence,Sidetrade,0.265428,0.734572
Clay,Black Forest AI GmbH,0.2653358,0.7346642
Physical Intelligence,Sidetrade,0.26529118,0.7347088
Cerebras,SiPearl,0.2649894,0.7350106
Mistral AI,BuildOps,0.26491407,0.73508596
BenevolentAI,SiPearl,0.26485276,0.73514724
World Labs,Exotec,0.26485205,0.73514795
BenevolentAI,Xelix,0.2647394,0.7352606
Einride,Nabla,0.26467282,0.7353272
OpenAI,Harvey,0.2646478,0.73535216
BenevolentAI,Nabla,0.26462227,0.7353777
ContentSquare,1X Technologies,0.26458812,0.7354119
Einride,SiPearl,0.26454806,0.73545194
PolyAI,Procore,0.26446933,0.7355307
Perplexity AI,Qualified,0.2644549,0.7355451
OpenAI,Cognism,0.26395962,0.73604035
Indium,Apollo,0.26385173,0.73614824
ARM Holdings,Aqemia,0.26357153,0.7364285
Perplexity,BuildOps,0.26355988,0.7364401
Berkshire Hathaway,ByteDance,0.26349244,0.73650753
Parloa,Apollo,0.26331526,0.73668474
Nscale,Exotec,0.26327553,0.7367245
Waymo,Clay,0.2632306,0.73676944
Nscale,Shift Technology,0.2632017,0.7367983
Exotec,Sakana AI,0.2631672,0.7368328
OpenAI,Alibaba,0.263099,0.736901
Cerebras,Cognism,0.26299646,0.73700356
YouTube,PhotoRoom,0.26279166,0.73720837
Harvey,PlanRadar,0.2627612,0.73723876
BenevolentAI,Gousto,0.26271906,0.73728096
Physical Intelligence,DeepL,0.26261407,0.7373859
Indium,Cambricon Technologies,0.2624939,0.7375061
Y combinator,Clay,0.26245886,0.73754114
Alibaba,UiPath,0.26231223,0.73768777
Physical Intelligence,PlanRadar,0.26223692,0.73776305
Databricks,AMD,0.262183,0.737817
Perplexity AI,DeepL,0.2620724,0.73792756
Xelix,Cognism,0.26196697,0.73803306
Harvey,DeepL,0.2617828,0.73821723
Einride,Tessl,0.2617695,0.73823047
PolyAI,Tessl,0.26172805,0.73827195
Harvey,AMI - Advanced Machine Intelligence,0.26165187,0.7383481
Celonis,MiniMax,0.26139075,0.73860925
Y combinator,01.AI,0.26128578,0.7387142
MiniMax,SiPearl,0.26101765,0.7389823
Applied Intuition,DentalMonitoring,0.26100996,0.73899007
Perplexity,Oracle,0.2610051,0.7389949
Perplexity,ARM Holdings,0.26099378,0.7390062
Sidetrade,Qualified,0.2608521,0.7391479
Waymo,PlanRadar,0.26071775,0.73928225
Einride,BenevolentAI,0.26069894,0.7393011
Cognism,Tessl,0.26047006,0.73952997
ContentSquare,AMI - Advanced Machine Intelligence,0.26043254,0.73956746
Physical Intelligence,Indium,0.2602672,0.7397328
Einride,Xelix,0.26002204,0.73997796
Palantir,PlanRadar,0.25992766,0.74007237
Harvey,5C,0.25983682,0.7401632
Harvey,Shift Technology,0.25941408,0.7405859
Aqemia,Ant Group,0.25924718,0.7407528
Wayve,Fal,0.25882187,0.74117815
ContentSquare,Parloa,0.25875512,0.7412449
Anthropic,YouTube,0.25859594,0.74140406
Shift Technology,Aqemia,0.25834265,0.7416574
Databricks,Shift Technology,0.2579895,0.7420105
BenevolentAI,Clay,0.25794268,0.7420573
Procore,Adobe,0.25775716,0.7422428
Text,Indium,0.25770345,0.7422966
Applied Intuition,Parloa,0.25750193,0.74249804
AMI - Advanced Machine Intelligence,Clay,0.25748032,0.7425197
Celonis,Einride,0.2572896,0.7427104
Nscale,Sidetrade,0.2571403,0.7428597
ByteDance,Prophesee,0.25710025,0.7428998
Berkshire Hathaway,Black Forest AI GmbH,0.2570752,0.7429248
Exotec,Palantir,0.25671545,0.7432846
Celonis,Sidetrade,0.25645792,0.7435421
Einride,Exotec,0.25634912,0.7436509
H Company,Prophesee,0.2562578,0.7437422
World Labs,Cognism,0.25613198,0.743868
Cerebras,Xelix,0.25605905,0.74394095
Perplexity,Ant Group,0.25603867,0.74396133
2CRSI,Gousto,0.25596547,0.7440345
Waymo,Synthesia,0.2559549,0.74404514
2CRSI,Black Forest AI GmbH,0.25584024,0.74415976
Einride,Indium,0.2558038,0.7441962
Applied Intuition,5C,0.2557246,0.7442754
2CRSI,DeepL,0.25569135,0.74430865
Cerebras,Tessl,0.2555282,0.7444718
Alibaba,ManoMano,0.25552043,0.74447954
Shift Technology,Cambricon Technologies,0.25550216,0.74449784
Black Forest AI GmbH,Qualcomm,0.25537467,0.74462533
YouTube,Apollo,0.25527024,0.74472976
MiniMax,Xelix,0.2552208,0.7447792
Cohere,Ant Group,0.25513417,0.74486583
ContentSquare,Procore,0.2551148,0.7448852
Databricks,YouTube,0.255056,0.744944
AMD,Owkin,0.25505537,0.74494463
Cerebras,Fal,0.2548746,0.7451254
Perplexity AI,Ant Group,0.25445795,0.74554205
Waymo,Aqemia,0.2540776,0.7459224
Cohere,Palantir,0.2540719,0.7459281
Exotec,Gousto,0.25398627,0.74601376
2CRSI,Indium,0.25392678,0.74607325
Groq,Qualified,0.253888,0.746112
PolyAI,Palantir,0.2537199,0.7462801
ContentSquare,Qualified,0.25356632,0.7464337
Hailo Technologies,Xelix,0.25354585,0.7464541
Celonis,Ant Group,0.25347272,0.7465273
SiPearl,Cognism,0.25342736,0.7465726
SiPearl,Ant Group,0.2534069,0.7465931
ByteDance,Nscale,0.25336766,0.74663234
Databricks,Parloa,0.2532632,0.74673676
ByteDance,Black Forest AI GmbH,0.2532489,0.74675107
Physical Intelligence,Procore,0.2532234,0.7467766
Acronis,Prophesee,0.25318775,0.7468122
ContentSquare,Cognism,0.25305817,0.7469418
MiniMax,Tessl,0.25303227,0.74696773
Hailo Technologies,SiPearl,0.25268546,0.7473146
MiniMax,Nabla,0.25258014,0.74741983
Waymo,UiPath,0.25250342,0.7474966
Hailo Technologies,Nabla,0.25219443,0.7478056
Applied Intuition,Oracle,0.25196323,0.74803674
World Labs,Qualcomm,0.25189444,0.7481055
Parloa,PhotoRoom,0.2514188,0.7485812
Groq,Gousto,0.25123036,0.74876964
1X Technologies,Procore,0.2511412,0.7488588
ByteDance,Black Forest Labs,0.25102815,0.7489718
Prophesee,Tessl,0.2509336,0.7490664
Cohere,Aqemia,0.2507173,0.7492827
Applied Intuition,Prophesee,0.25050142,0.7494986
AMD,Shift Technology,0.25049278,0.7495072
Y combinator,RobCo GmbH,0.25047007,0.74952996
Cognism,Nabla,0.25045916,0.7495408
Physical Intelligence,Einride,0.2503986,0.74960136
Acronis,Aqemia,0.25031725,0.7496828
Wayve,Cognism,0.25031364,0.74968636
YouTube,Groq,0.2503029,0.7496971
Synthesia,DentalMonitoring,0.25029957,0.7497004
Applied Intuition,Cognism,0.25003466,0.7499653
Einride,Ant Group,0.24996713,0.7500329
ARM Holdings,Tessl,0.24962382,0.75037616
World Labs,PlanRadar,0.24951468,0.7504853
Comand AI,Ant Group,0.24928728,0.75071275
PolyAI,SiPearl,0.24927634,0.75072366
UiPath,Harvey,0.24922858,0.7507714
Alibaba,Indium,0.2490277,0.7509723
Berkshire Hathaway,Celonis,0.24891938,0.75108063
Cohere,Cognism,0.24883285,0.7511672
ARM Holdings,PlanRadar,0.24871941,0.7512806
RobCo GmbH,Owkin,0.24865296,0.75134706
Celonis,ContentSquare,0.24857104,0.75142896
Databricks,Einride,0.24853028,0.75146973
Wayve,Multiverse Computing,0.2483507,0.7516493
PolyAI,Xelix,0.24829686,0.75170314
ManoMano,Parloa,0.2482675,0.75173247
SiPearl,Prophesee,0.24812259,0.7518774
DeepL,Sakana AI,0.24810527,0.7518947
World Labs,Procore,0.24804188,0.75195813
UiPath,Babylon,0.24797574,0.7520243
Applied Intuition,Aqemia,0.2479452,0.7520548
Databricks,Adobe,0.2475463,0.7524537
Sidetrade,Owkin,0.24739672,0.7526033
Berkshire Hathaway,Multiverse Computing,0.24729817,0.7527018
5C,Acronis,0.24729112,0.7527089
Applied Intuition,Black Forest Labs,0.24723971,0.7527603
Anthropic,Acronis,0.24701066,0.75298935
Adobe,H Company,0.2469218,0.7530782
ContentSquare,Prophesee,0.24679744,0.75320256
Oracle,SiPearl,0.24655098,0.753449
Xelix,Ant Group,0.24650992,0.7534901
1X Technologies,Cambricon Technologies,0.24638446,0.75361556
Nscale,ContentSquare,0.2461165,0.7538835
Harvey,Einride,0.24602482,0.75397515
BuildOps,Cambricon Technologies,0.24599223,0.75400776
ARM Holdings,SiPearl,0.24580517,0.75419486
Berkshire Hathaway,H Company,0.24575819,0.7542418
Prophesee,Nabla,0.24565803,0.75434196
Sidetrade,DentalMonitoring,0.24556808,0.7544319
Clay,Ant Group,0.24553047,0.7544695
Nabla,Ant Group,0.24548277,0.7545172
Fal,Appen,0.24513975,0.7548603
MiniMax,Multiverse Computing,0.24499379,0.7550062
Acronis,Indium,0.2449664,0.7550336
Hailo Technologies,Tessl,0.24461058,0.75538945
Perplexity,Palantir,0.24459042,0.7554096
RobCo GmbH,Palantir,0.24455172,0.7554483
Tessl,Ant Group,0.24437211,0.7556279
Cognism,Prophesee,0.24431384,0.75568616
Parloa,Lightspeed,0.24413717,0.75586283
OpenAI,DentalMonitoring,0.24406703,0.755933
Perplexity,2CRSI,0.24382313,0.7561769
Sidetrade,Aqemia,0.24379168,0.7562083
Celonis,Fal,0.24377945,0.7562206
MiniMax,PlanRadar,0.24368413,0.7563159
Harvey,Qualified,0.2436411,0.7563589
ManoMano,Acronis,0.24349815,0.75650185
AMI - Advanced Machine Intelligence,Shift Technology,0.24342768,0.7565723
Einride,Aqemia,0.24332954,0.7566705
Harvey,Synthesia,0.24312258,0.7568774
Multiverse Computing,PolyAI,0.2430789,0.7569211
Wayve,Parloa,0.24301192,0.75698805
ARM Holdings,Nabla,0.24283306,0.7571669
Synthesia,Tessl,0.24279639,0.7572036
Einride,Black Forest Labs,0.24255604,0.75744396
AMD,2CRSI,0.24253589,0.7574641
Waymo,2CRSI,0.24238284,0.7576172
Parloa,DeepL,0.24223755,0.75776243
Berkshire Hathaway,Einride,0.24203394,0.75796604
RobCo GmbH,Procore,0.24174444,0.75825554
Harvey,PhotoRoom,0.24147049,0.75852954
Databricks,Applied Intuition,0.24142577,0.75857425
Sakana AI,PlanRadar,0.24121663,0.75878334
Cognism,Comand AI,0.24098404,0.759016
Procore,Indium,0.2408881,0.7591119
Databricks,Qualified,0.24083528,0.7591647
Cerebras,Parloa,0.24078615,0.75921386
Alibaba,ContentSquare,0.24072443,0.75927556
Acronis,Sidetrade,0.24065746,0.75934255
Acronis,Black Forest Labs,0.2405414,0.7594586
OpenAI,YouTube,0.24048114,0.75951886
AMI - Advanced Machine Intelligence,Cognism,0.24043618,0.7595638
Alibaba,Cognism,0.24026215,0.75973785
2CRSI,Aleph Alpha,0.24017453,0.75982547
Databricks,Ant Group,0.24010357,0.7598964
Multiverse Computing,2CRSI,0.24004263,0.7599574
Acronis,Owkin,0.23997617,0.76002383
Alibaba,AMD,0.23996101,0.760039
Wayve,Procore,0.23994802,0.76005197
YouTube,MiniMax,0.23983581,0.7601642
ByteDance,Einride,0.2396915,0.7603085
PolyAI,Prophesee,0.23955229,0.76044774
Lightspeed,PlanRadar,0.23935145,0.76064855
BenevolentAI,Procore,0.23928754,0.76071244
2CRSI,Palantir,0.23913822,0.76086175
Aleph Alpha,Qualified,0.23910664,0.76089334
Scale AI,Fal,0.23888737,0.76111263
Cerebras,Applied Intuition,0.23888293,0.7611171
